what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.console",1509364256737
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.101.v20100906,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1509364256737
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.1.v201101112207,"org.eclipse.jst.jsf.facesconfig.ui",1509364256737
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1509364256737
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1509364256737
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.0.v20100414,"org.eclipse.jst.pagedesigner.jsf.ui",1509364256737
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220,"org.eclipse.jst.pagedesigner",1509364256737
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1509364256737
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1509364256737
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.4.v201301111130,"org.eclipse.datatools.connectivity.oda.template.ui",1509364256737
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1509364256737
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1509364256737
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1509364256737
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1509364256737
stopped,bundle,org.jboss.tools.hibernate.xml.ui,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml.ui",1509364256753
stopped,bundle,org.jboss.tools.common.model.ui,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model.ui",1509364256753
stopped,bundle,org.jboss.tools.common.text.ext,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.text.ext",1509364256753
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1509364256753
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1509364256753
stopped,bundle,org.hibernate.eclipse.help,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.help",1509364256753
stopped,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1509364256753
stopped,bundle,org.eclipse.help.webapp,3.5.3.r36_20101130,"org.eclipse.help.webapp",1509364256753
stopped,bundle,it.eng.spagobi.meta.intro,4.1.0,"it.eng.spagobi.meta.intro",1509364256753
stopped,bundle,it.eng.spagobi.studio.birt,4.1.0,"it.eng.spagobi.studio.birt",1509364256753
stopped,bundle,it.eng.spagobi.studio.chart,4.1.0,"it.eng.spagobi.studio.chart",1509364256753
stopped,bundle,it.eng.spagobi.studio.dashboard,4.1.0,"it.eng.spagobi.studio.dashboard",1509364256753
stopped,bundle,it.eng.spagobi.studio.documentcomposition,4.1.0,"it.eng.spagobi.studio.documentcomposition",1509364256753
stopped,bundle,it.eng.spagobi.studio.extchart,4.1.0,"it.eng.spagobi.studio.extchart",1509364256753
stopped,bundle,it.eng.spagobi.studio.geo,4.1.0,"it.eng.spagobi.studio.geo",1509364256753
stopped,bundle,it.eng.spagobi.studio.highchart,4.1.0,"it.eng.spagobi.studio.highchart",1509364256753
stopped,bundle,it.eng.spagobi.studio.jasper,4.1.0,"it.eng.spagobi.studio.jasper",1509364256753
stopped,bundle,it.eng.spagobi.studio.oda.design,4.1.0,"it.eng.spagobi.studio.oda.design",1509364256753
stopped,bundle,it.eng.spagobi.studio.oda,4.1.0,"it.eng.spagobi.studio.oda",1509364256753
stopped,bundle,it.eng.spagobi.studio.utils,4.1.0,"it.eng.spagobi.studio.utils",1509364256753
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1509364256753
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1509364256753
stopped,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1509364256753
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.3.0.v201006142040,"org.eclipse.wtp.epp.package.jee.intro",1509364256753
stopped,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1509364256753
stopped,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1509364256753
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1509364256753
stopped,bundle,org.eclipse.wst.server.preview,1.1.100.v20091208,"org.eclipse.wst.server.preview",1509364256753
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1509364256753
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1509364256753
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1509364256753
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1509364256753
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1509364256753
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1509364256753
stopped,bundle,org.eclipse.mylyn.ide.ant,3.8.3.v20130107-0100,"org.eclipse.mylyn.ide.ant",1509364256753
stopped,bundle,org.jboss.tools.common.el.core,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.el.core",1509364256753
stopped,bundle,org.jboss.tools.common.resref.core,3.1.0.v20110215-1235-H25-GA,"org.jboss.tools.common.resref.core",1509364256753
stopped,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml",1509364256753
stopped,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1509364256822
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1509364256822
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1509364256822
stopped,bundle,org.eclipse.birt.chart.device.pdf,4.2.1.v20120820,"org.eclipse.birt.chart.device.pdf",1509364256822
stopped,bundle,org.eclipse.birt.chart.device.svg,4.2.1.v20120820,"org.eclipse.birt.chart.device.svg",1509364256822
stopped,bundle,org.eclipse.birt.chart.device.extension,4.2.1.v20120820,"org.eclipse.birt.chart.device.extension",1509364256822
stopped,bundle,org.eclipse.birt.chart.device.swt,4.2.1.v20120820,"org.eclipse.birt.chart.device.swt",1509364256822
stopped,bundle,org.eclipse.birt.chart.examples.core,4.2.1.v20120820,"org.eclipse.birt.chart.examples.core",1509364256822
stopped,bundle,org.eclipse.birt.report.engine.emitter.ods,4.2.1.v20120820,"org.eclipse.birt.report.engine.emitter.ods",1509364256822
stopped,bundle,org.eclipse.birt.report.engine.emitter.prototype.excel,4.2.1.v20120820,"org.eclipse.birt.report.engine.emitter.prototype.excel",1509364256822
stopped,bundle,org.eclipse.birt.chart.engine.extension,4.2.1.v20120820,"org.eclipse.birt.chart.engine.extension",1509364256822
stopped,bundle,org.eclipse.birt.chart.reportitem,4.2.1.v20120820,"org.eclipse.birt.chart.reportitem",1509364256822
stopped,bundle,org.eclipse.birt.chart.ui.extension,4.2.1.v20120820,"org.eclipse.birt.chart.ui.extension",1509364256822
stopped,bundle,org.eclipse.birt.chart.ui,4.2.1.v20120820,"org.eclipse.birt.chart.ui",1509364256822
stopped,bundle,org.eclipse.birt.chart.engine,4.2.1.v201209041636,"org.eclipse.birt.chart.engine",1509364256822
stopped,bundle,org.eclipse.birt.core.script.function,4.2.1.v201209101712,"org.eclipse.birt.core.script.function",1509364256822
stopped,bundle,org.eclipse.birt.core.ui,4.2.1.v20120820,"org.eclipse.birt.core.ui",1509364256822
stopped,bundle,org.eclipse.birt.report.designer.ui.cubebuilder,4.2.1.v201208211204,"org.eclipse.birt.report.designer.ui.cubebuilder",1509364256822
stopped,bundle,org.eclipse.birt.report.designer.ui.data,4.2.1.v20120820,"org.eclipse.birt.report.designer.ui.data",1509364256822
stopped,bundle,org.eclipse.birt.report.designer.ui.editors,4.2.1.v20120820,"org.eclipse.birt.report.designer.ui.editors",1509364256822
stopped,bundle,org.eclipse.birt.report.designer.ui.views,4.2.1.v201209101614,"org.eclipse.birt.report.designer.ui.views",1509364256822
